O,S,N,P,R,I,WPct,Rnk,RnkChg,R1,WPct3,Rnk3,RnkChg3,R3,WPct5,Rnk5,RnkChg5,R5,WPct10,Rnk10,RnkChg10,R10
Order,Symbol,Name,Price,Rise,,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase,Warehouse(增加股票仓位）,Rank ,Rank Change,Riase
序,代码,名称,最新,涨幅%,所属行业,今日增仓占比,今日排名,今日排名变化,今日涨幅%,3日增仓占比,3日排名,3日排名变化,3日涨幅%,5日增仓占比,5日排名,5日排名变化,5日涨幅%,10日增仓占比,10日排名,10日排名变化,10日涨幅%
774,300208,恒顺电气,12.29,3.71, 输配电气,1.19,774,-528,3.71,1.23,745,+758,13.80,-0.99,1444,+320,16.71,-4.53,1913,+326,13.27
775,600688,上海石化,3.62,1.40, 石油行业,1.15,775,+559,1.40,3.18,502,-76,2.26,2.54,577,-122,2.84,-0.74,1034,+341,3.72
776,002112,三变科技,9.58,0.95, 输配电气,1.14,776,+1429,0.95,-1.41,1361,+315,2.79,-4.28,1997,+381,4.59,-1.32,1172,-141,4.13
777,000025,特  力Ａ,10.73,-0.37, 汽车行业,1.14,777,+1431,-0.37,-0.89,1273,+660,0.28,-1.46,1544,+187,3.07,-2.50,1451,+68,2.29
778,600111,包钢稀土,22.95,0.75, 有色金属,1.12,778,+808,0.75,-2.42,1518,+89,1.15,-1.91,1628,-28,2.59,-1.78,1278,+210,1.37
779,300006,莱美药业,33.40,0.75, 医药行业,1.12,779,+1404,0.75,-0.25,1184,+192,-0.42,-0.25,1276,+459,8.16,-2.16,1369,+58,3.25
780,002491,通鼎光电,18.50,7.62, 通讯行业,1.11,780,+307,7.62,1.11,762,+379,7.62,1.11,825,+358,7.62,-1.33,1175,-35,3.35
781,601118,海南橡胶,6.94,0.43, 塑胶制品,1.08,781,+1005,0.43,0.26,882,+683,1.76,-1.13,1471,+216,3.74,-3.32,1651,+297,-0.43
782,600839,四川长虹,3.89,0.00, 家电行业,1.06,782,+741,0.00,-1.13,1317,-942,-0.26,3.73,417,+47,2.91,3.43,210,-10,3.18
783,002535,林州重机,11.28,0.71, 机械行业,1.05,783,+1655,0.71,-7.28,2114,+278,1.08,-6.89,2278,+132,4.25,-7.64,2331,+78,-1.57
784,002573,国电清新,20.78,1.07, 公用事业,1.05,784,+686,1.07,0.89,796,+673,2.36,-0.10,1250,-260,4.26,-1.81,1284,-256,3.28
785,600888,新疆众和,7.33,0.41, 有色金属,1.04,785,+793,0.41,-0.79,1265,-279,3.68,4.51,333,+113,14.00,4.12,157,-50,15.25
786,600408,安泰集团,3.12,0.32, 煤炭采选,1.04,786,+216,0.32,-0.21,1178,-358,1.30,0.04,1014,+360,3.31,-0.49,978,+453,1.96
787,600518,康美药业,15.08,0.33, 医药行业,1.03,787,-414,0.33,5.00,306,+13,1.69,3.52,440,+72,3.36,-3.75,1762,+155,1.48
788,600606,金丰投资,8.48,-0.24, 房地产,1.00,788,+573,-0.24,0.29,877,+521,2.05,-1.13,1472,+64,4.18,-4.00,1812,+4,0.47
789,002635,安洁科技,37.14,2.46, 电子元件,0.99,789,+1433,2.46,-5.85,1995,+353,2.77,-7.62,2332,+128,5.45,-7.99,2356,+146,3.00
790,300151,昌红科技,17.50,-0.51, 塑胶制品,0.98,790,+780,-0.51,-2.37,1508,+394,7.36,-2.39,1713,-15,10.13,0.18,645,+69,16.20
791,600894,广日股份,13.74,0.66, 机械行业,0.97,791,+997,0.66,1.14,757,+595,-0.65,2.28,627,-218,4.41,1.69,386,+172,0.37
792,600726,华电能源,4.01,0.25, 电力行业,0.95,792,+785,0.25,-3.04,1608,+342,4.16,-4.56,2034,+152,6.93,-5.88,2130,+40,-0.50
793,002285,世联行,11.89,-0.08, 房地产,0.94,793,-449,-0.08,5.36,278,-6,9.08,3.83,406,+224,11.54,-0.70,1024,+139,24.89
794,002089,新 海 宜,10.94,-0.18, 通讯行业,0.92,794,+31,-0.18,1.25,739,+49,1.02,2.88,533,+267,5.50,-1.20,1147,+57,5.19
795,600100,同方股份,10.57,0.00, 电子信息,0.86,795,-144,0.00,-1.93,1437,+30,0.19,-2.42,1719,-134,0.28,1.06,484,+96,4.55
796,000626,如意集团,9.70,1.68, 国际贸易,0.86,796,+503,1.68,-3.88,1740,+168,2.21,-2.63,1751,-37,4.64,-1.12,1136,-19,5.09
797,002678,珠江钢琴,10.87,4.22, 工艺商品,0.84,797,+1115,4.22,-6.16,2029,+197,11.37,-5.01,2085,+248,22.55,-5.40,2057,+152,15.88
798,600482,风帆股份,14.83,2.28, 材料行业,0.83,798,+953,2.28,-0.07,1162,-693,4.00,2.71,555,+281,11.25,1.04,488,+237,12.01
799,600895,张江高科,7.53,1.76, 房地产,0.83,799,+1283,1.76,-4.05,1764,+332,2.31,-5.09,2095,+230,4.15,-7.02,2262,-845,-1.44
800,600966,博汇纸业,6.07,0.33, 造纸印刷,0.82,800,+1300,0.33,-9.08,2255,+125,-0.33,-5.66,2158,+9,-1.78,-5.26,2030,+10,-2.57
801,601318,中国平安,44.14,0.36, 保险,0.80,801,+140,0.36,-0.06,1161,+271,2.65,0.00,1021,+81,3.86,0.10,659,+320,3.01
802,000036,华联控股,3.74,0.00, 房地产,0.80,802,+1643,0.00,-7.47,2130,+346,0.81,-3.75,1928,+167,10.98,-1.47,1213,-148,13.68
803,300277,海联讯,14.74,1.03, 电力行业,0.79,803,-232,1.03,-0.44,1218,+155,1.31,1.34,783,+11,6.81,-2.83,1547,-231,5.06
804,002297,博云新材,13.11,-0.23, 材料行业,0.74,804,-26,-0.23,1.46,704,-189,0.38,4.96,300,-86,5.81,0.82,531,-28,2.02
805,600539,狮头股份,7.55,0.13, 水泥建材,0.74,805,-366,0.13,3.75,454,-44,2.72,4.03,383,+45,5.74,3.62,194,+20,4.28
806,600237,铜峰电子,6.95,1.16, 电子元件,0.73,806,+561,1.16,-1.58,1388,+31,2.36,-2.64,1753,+274,5.14,-6.74,2228,+154,-0.71
807,000606,青海明胶,6.69,0.90, 医药行业,0.71,807,+990,0.90,-0.12,1168,+178,5.35,-0.54,1348,+209,8.43,-2.60,1483,+231,3.88
808,600463,空港股份,9.26,1.87, 房地产,0.71,808,-135,1.87,2.07,631,-64,3.70,0.97,843,+59,7.42,-0.23,923,+102,5.59
809,600062,华润双鹤,18.30,1.10, 医药行业,0.69,809,+1679,1.10,-11.09,2360,+157,1.39,-11.53,2471,+54,2.81,-10.36,2462,+67,1.16
810,002673,西部证券,12.24,0.74, 券商信托,0.66,810,-521,0.74,1.31,728,+583,2.34,0.55,936,+2,5.06,-2.56,1469,+75,0.99
811,002472,双环传动,11.50,-1.29, 机械行业,0.66,811,+1173,-1.29,-6.17,2034,+396,0.17,-7.96,2345,+68,1.68,-7.48,2309,+141,1.14
812,002183,怡 亚 通,11.88,6.55, 国际贸易,0.64,812,-200,6.55,1.74,669,+925,19.52,3.40,457,+70,30.98,1.95,356,-173,33.93
813,002069,獐 子 岛,15.39,0.39, 农牧饲渔,0.64,813,+763,0.39,-4.60,1851,-206,0.59,-1.26,1491,-425,2.60,-3.38,1668,+33,0.85
814,000777,中核科技,16.50,0.49, 机械行业,0.63,814,+1005,0.49,-5.29,1928,-537,1.16,-0.42,1316,+366,5.16,-0.01,869,+247,7.21
815,000418,小天鹅Ａ,11.97,1.27, 家电行业,0.63,815,+945,1.27,-5.73,1978,+90,0.84,-6.85,2271,+7,1.61,-8.61,2389,+51,-0.42
816,000655,金岭矿业,7.92,0.89, 钢铁行业,0.62,816,+732,0.89,-3.76,1716,-383,1.54,0.27,979,+630,4.76,-4.60,1928,-328,-0.25
817,600021,上海电力,4.79,0.63, 电力行业,0.60,817,-60,0.63,0.73,817,-155,1.91,0.86,868,-65,3.23,0.45,592,-1,1.91
818,600886,国投电力,6.42,2.23, 电力行业,0.59,818,-535,2.23,3.88,432,-330,4.05,7.22,141,-8,9.37,5.98,82,-42,12.63
819,600135,乐凯胶片,12.38,0.49, 材料行业,0.59,819,+725,0.49,-13.48,2452,-70,-1.43,-4.38,2009,+56,4.47,-1.91,1311,+43,3.51
820,600510,黑牡丹,7.18,-0.42, 工程建设,0.57,820,-410,-0.42,3.41,487,-46,5.74,2.52,586,-173,5.59,4.39,137,+14,17.32
821,600085,同仁堂,19.13,1.70, 医药行业,0.55,821,+1682,1.70,-9.78,2293,+117,0.95,-6.10,2191,+74,2.19,-5.03,1998,+43,0.68
822,600503,华丽家族,5.73,4.37, 房地产,0.53,822,-460,4.37,0.59,839,-41,5.52,0.03,1018,-293,7.71,0.22,629,-110,13.92
823,600717,天津港,9.92,2.80, 港口水运,0.48,823,+55,2.80,-0.56,1240,-839,10.22,2.88,532,-71,16.84,1.25,457,-51,11.84
824,600844,丹化科技,6.72,-0.30, 化工行业,0.47,824,+468,-0.30,3.15,507,-45,2.13,1.82,705,+14,5.99,-1.03,1114,-408,-0.30
825,600619,海立股份,8.34,0.85, 机械行业,0.47,825,+567,0.85,-4.51,1841,-81,2.21,-1.62,1568,+35,5.04,-4.47,1901,+84,-0.12
826,000968,煤 气 化,7.92,0.38, 煤炭采选,0.46,826,+537,0.38,1.04,775,+242,1.41,-0.42,1317,-259,3.26,-3.42,1678,+56,0.51
827,002489,浙江永强,12.82,0.08, 木业家具,0.46,827,-751,0.08,3.13,512,-28,2.48,5.48,256,-139,4.82,-1.66,1247,+258,5.17
828,600715,松辽汽车,17.56,0.92, 汽车行业,0.45,828,+778,0.92,-1.09,1312,+375,4.34,-1.84,1613,+64,7.60,-5.15,2015,+44,23.40
829,600300,维维股份,4.54,-0.66, 食品行业,0.44,829,+483,-0.66,1.65,680,-406,2.02,4.99,296,+72,5.83,2.27,320,+27,2.71
830,300173,松德股份,23.80,0.42, 机械行业,0.44,830,-282,0.42,1.67,677,+276,8.92,0.71,907,+442,14.31,0.37,604,+29,30.48
831,600239,云南城投,5.28,-0.19, 房地产,0.43,831,+1232,-0.19,-3.14,1633,-5,1.93,-0.72,1392,+366,6.24,-7.10,2272,-75,-2.04
832,002542,中化岩土,13.33,-0.15, 工程建设,0.43,832,-711,-0.15,9.85,86,-69,7.94,12.15,34,-14,14.91,8.09,39,-11,10.81
833,601919,中国远洋,3.58,0.28, 港口水运,0.41,833,+1373,0.28,-3.35,1655,-1077,1.99,2.28,625,+108,7.19,0.15,653,-240,1.99
834,000607,华智控股,10.47,2.15, 仪器仪表,0.40,834,+1461,2.15,-4.54,1848,+228,2.25,-3.49,1895,+441,6.73,-11.50,2489,-479,-3.23
835,002027,七喜控股,8.35,0.00, 电子信息,0.39,835,-654,0.00,3.44,485,-6,3.34,3.30,476,+109,7.19,-1.66,1245,+440,1.21
836,002529,海源机械,13.24,-0.23, 机械行业,0.39,836,+1462,-0.23,-4.38,1821,+7,1.77,-2.62,1748,+121,4.09,-3.59,1720,-278,1.22
837,002321,华英农业,6.92,-0.43, 农牧饲渔,0.38,837,+1525,-0.43,-5.90,2003,+20,0.58,-3.68,1919,+433,2.52,-5.37,2052,+162,0.87
838,000672,上峰水泥,6.11,0.16, 水泥建材,0.38,838,+669,0.16,5.74,255,+496,1.16,2.45,594,-44,3.38,-1.32,1173,+137,0.00
839,300223,北京君正,32.16,-0.28, 电子元件,0.38,839,-92,-0.28,-4.43,1828,+256,-0.83,-5.08,2094,-440,-0.34,-2.23,1385,-169,3.57
840,002038,双鹭药业,43.84,2.05, 医药行业,0.37,840,+1159,2.05,-2.68,1559,+309,2.21,-2.93,1802,+204,2.60,-2.58,1477,+79,5.23
841,000756,新华制药,6.82,0.29, 医药行业,0.37,841,+623,0.29,1.38,717,+985,1.34,-3.02,1823,+268,4.92,-7.39,2304,-18,0.74
842,002500,山西证券,7.61,0.93, 券商信托,0.36,842,+1242,0.93,-3.55,1688,+47,2.15,-2.17,1682,+122,4.68,-7.36,2302,+106,1.74
843,000903,云内动力,5.96,0.17, 机械行业,0.36,843,-446,0.17,1.85,659,+308,3.83,1.17,815,-155,5.86,-3.18,1624,+220,2.23
844,000783,长江证券,6.16,0.65, 券商信托,0.35,844,-539,0.65,0.95,787,-466,1.32,3.97,390,-71,7.50,-1.37,1185,+138,2.84
845,600247,*ST成城,5.32,4.93, 商业百货,0.33,845,-593,4.93,2.22,606,-200,15.65,2.04,663,-283,20.63,2.86,258,-104,39.63
846,002156,通富微电,8.89,1.95, 电子元件,0.32,846,-95,1.95,-1.22,1333,+255,2.30,-4.04,1969,+237,4.96,-0.77,1045,-574,0.23
847,300262,巴安水务,16.37,-0.18, 公用事业,0.32,847,-674,-0.18,4.86,324,-12,3.61,5.06,289,-47,7.91,1.57,404,-94,2.50
848,000430,张家界,8.10,-0.25, 旅游酒店,0.30,848,-297,-0.25,-1.46,1368,+455,1.25,-1.10,1465,-40,4.11,-4.47,1900,+494,-0.49
849,000029,深深房Ａ,4.58,-0.22, 房地产,0.24,849,+843,-0.22,-2.84,1582,+33,1.33,-1.87,1622,+72,3.15,-1.27,1160,-526,1.33
850,002085,万丰奥威,24.69,-0.44, 汽车行业,0.24,850,-760,-0.44,9.22,100,+78,5.42,7.57,132,-91,7.44,3.82,181,+88,8.29
851,002552,宝鼎重工,11.06,3.36, 钢铁行业,0.22,851,-9,3.36,-4.36,1819,-303,2.69,-1.79,1603,+193,10.05,-4.72,1950,+218,5.03
852,300036,超图软件,25.30,1.00, 电子信息,0.22,852,+442,1.00,-1.90,1431,-485,0.24,1.80,711,-83,8.35,-0.71,1032,-484,2.22
853,600385,ST金泰,13.70,2.39, 医药行业,0.21,853,+674,2.39,-1.05,1308,-391,2.16,0.46,954,+1147,8.04,-8.03,2361,+140,-7.87
854,002236,大华股份,27.57,-0.86, 电子信息,0.20,854,+74,-0.86,3.90,429,-51,14.40,3.53,439,+44,17.87,-2.49,1444,+19,6.32
855,600166,福田汽车,5.66,0.53, 汽车行业,0.20,855,+1125,0.53,-1.66,1398,-828,0.53,0.76,892,-24,4.04,-0.91,1080,+43,1.98
856,002249,大洋电机,14.75,1.58, 机械行业,0.18,856,+819,1.58,-2.19,1475,+637,1.30,-4.44,2016,+306,4.61,-6.95,2254,+177,2.08
857,600789,鲁抗医药,6.62,1.07, 医药行业,0.17,857,+480,1.07,-1.96,1443,-446,0.61,-0.27,1282,-192,6.43,-1.40,1199,-128,-0.15
858,600366,宁波韵升,17.72,0.45, 有色金属,0.17,858,+1495,0.45,-8.86,2236,+272,-0.28,-7.52,2328,+48,1.32,-6.31,2185,+152,1.32
859,600477,杭萧钢构,5.60,0.72, 水泥建材,0.17,859,+750,0.72,-2.42,1521,+39,1.82,-1.33,1502,+330,4.48,-7.90,2350,-7,-2.10
860,300388,国祯环保,34.92,0.69, 公用事业,0.15,860,-193,0.69,-1.03,1305,+336,6.24,0.58,929,-155,12.10,-0.32,937,+285,11.35
861,600811,东方集团,6.06,0.17, 综合行业,0.14,861,+601,0.17,-0.61,1248,-498,1.00,1.10,828,-9,3.41,-0.37,946,+290,0.83
862,002223,鱼跃医疗,29.30,0.51, 医药行业,0.14,862,+1599,0.51,-7.96,2170,-68,0.55,-6.11,2193,+169,5.43,-6.35,2194,+40,6.62
863,600395,盘江股份,8.31,0.73, 煤炭采选,0.11,863,+614,0.73,-0.97,1287,-306,1.47,0.74,896,+882,6.54,-3.15,1613,+387,0.97
864,300132,青松股份,16.85,1.44, 化工行业,0.11,864,-719,1.44,2.47,584,+168,7.81,3.98,389,-57,11.37,2.28,319,+187,10.13
865,300258,精锻科技,17.72,-0.28, 汽车行业,0.10,865,-817,-0.28,9.88,84,-8,4.05,8.60,89,+19,10.06,6.03,80,+10,8.31
866,600736,苏州高新,4.18,0.97, 房地产,0.09,866,+1120,0.97,1.23,746,-437,0.97,5.36,267,-11,5.56,-0.61,1008,-358,-1.18
867,000429,粤高速Ａ,3.54,0.57, 高速公路,0.07,867,-413,0.57,8.26,130,-25,2.02,5.37,265,-70,5.99,1.68,388,+143,1.43
868,600091,ST明科,7.02,0.86, 化工行业,0.05,868,-752,0.86,4.41,370,-249,7.50,6.15,196,+29,13.41,3.78,187,+10,11.61
869,300310,宜通世纪,18.76,-0.42, 通讯行业,0.05,869,+456,-0.42,-1.34,1354,+283,2.68,-1.27,1495,+411,5.87,-10.47,2466,+31,-1.16
870,002034,美 欣 达,19.40,1.62, 化纤行业,0.05,870,-629,1.62,3.99,414,+78,5.72,2.54,581,-218,8.74,1.59,402,-93,4.92
871,600889,南京化纤,7.21,3.00, 化纤行业,0.03,871,+119,3.00,0.06,929,+553,4.34,0.53,941,+171,7.93,-1.37,1189,+19,4.95
872,000900,现代投资,5.26,0.19, 高速公路,0.02,872,-400,0.19,1.05,772,-183,2.53,0.97,842,+255,4.78,0.71,551,-194,2.94
873,002606,大连电瓷,13.33,0.08, 输配电气,0.01,873,+685,0.08,3.03,522,-406,0.76,5.02,292,-2,3.57,-1.63,1236,+687,-0.74
874,000617,石油济柴,9.58,-0.21, 机械行业,0.01,874,+1563,-0.21,-2.30,1498,+427,2.24,-3.08,1831,+256,4.47,-5.75,2111,+6,-0.73
875,000008,宝利来,----,0.00, 商业百货,—,875,+130,0.00,—,938,+128,0.00,—,1023,+92,0.00,—,676,+53,0.00
876,000018,中冠A,----,0.00, 纺织服装,—,876,+130,0.00,—,939,+128,0.00,—,1024,+92,0.00,—,677,+53,0.00
877,000020,深华发Ａ,----,0.00, 电子元件,—,877,+130,0.00,—,940,+128,0.00,—,1025,+92,0.00,—,678,+53,0.00
878,000023,深天地Ａ,----,0.00, 水泥建材,—,878,+130,0.00,—,941,+128,0.00,—,1026,+92,0.00,—,679,+53,0.00
879,000032,深桑达Ａ,----,0.00, 通讯行业,—,879,+130,0.00,—,942,+128,0.00,—,1027,+92,0.00,—,680,+53,0.00
880,000033,*ST新都,----,0.00, 旅游酒店,—,880,+130,0.00,—,943,+128,0.00,—,1028,+92,0.00,—,681,+53,0.00
881,000066,长城电脑,----,0.00, 电子信息,—,881,+131,0.00,—,944,+129,0.00,—,1029,+93,0.00,—,682,+53,0.00
882,000155,川化股份,----,0.00, 化工行业,—,882,+131,0.00,—,945,+129,0.00,—,1030,+93,0.00,—,683,+53,0.00
883,000158,常山股份,----,0.00, 纺织服装,—,883,+131,0.00,—,946,+129,0.00,—,1031,+93,0.00,—,684,+53,0.00
884,000408,金谷源,----,0.00, 有色金属,—,884,+131,0.00,—,947,+129,0.00,—,1032,+93,0.00,—,685,+53,0.00
885,000504,*ST传媒,----,0.00, 文化传媒,—,885,+131,0.00,—,948,+129,0.00,—,1033,+93,0.00,—,686,+53,0.00
886,000526,银润投资,----,0.00, 房地产,—,886,+131,0.00,—,949,+129,0.00,—,1034,+760,0.00,-11.02,2480,+35,-7.03
887,000547,闽福发Ａ,----,0.00, 通讯行业,—,887,+131,0.00,—,950,+129,0.00,—,1035,+92,0.00,—,687,+53,0.00
888,000557,*ST广夏,----,0.00, 酿酒行业,—,888,+131,0.00,—,951,+129,0.00,—,1036,+92,0.00,—,688,+53,0.00
889,000560,昆百大Ａ,----,0.00, 商业百货,—,889,+131,0.00,—,952,+129,0.00,—,1037,+92,0.00,—,689,+53,0.00
890,000564,西安民生,----,0.00, 商业百货,—,890,+131,0.00,—,953,+129,0.00,—,1038,+92,0.00,—,690,+53,0.00
891,000582,北部湾港,----,0.00, 港口水运,—,891,+131,0.00,—,954,+129,0.00,—,1039,+92,0.00,—,691,+53,0.00
892,000586,汇源通信,----,0.00, 通讯行业,—,892,+131,0.00,—,955,+129,0.00,—,1040,+1010,0.00,-0.79,1052,-527,8.15
893,000611,四海股份,----,0.00, 纺织服装,—,893,+131,0.00,—,956,+129,0.00,—,1041,+91,0.00,—,692,+53,0.00
894,000662,索芙特,----,0.00, 化工行业,—,894,+131,0.00,—,957,+129,0.00,—,1042,+91,0.00,—,693,+53,0.00
895,000687,恒天天鹅,----,0.00, 化纤行业,—,895,-491,0.00,9.20,101,+39,6.09,8.23,103,+50,13.21,-2.22,1382,-134,3.85
896,000713,丰乐种业,----,0.00, 农牧饲渔,—,896,+130,0.00,—,958,+129,0.00,—,1043,+91,0.00,—,694,+53,0.00
897,000715,中兴商业,----,0.00, 商业百货,—,897,+130,0.00,—,959,+129,0.00,—,1044,+91,0.00,—,695,+53,0.00
898,000791,甘肃电投,----,0.00, 化工行业,—,898,+130,0.00,—,960,+129,0.00,—,1045,+91,0.00,—,696,+53,0.00
899,000796,易食股份,----,0.00, 食品行业,—,899,+130,0.00,—,961,+129,0.00,11.47,39,+401,3.29,-2.71,1522,+73,1.12
900,000811,烟台冰轮,----,0.00, 机械行业,—,900,+130,0.00,—,962,+129,0.00,—,1046,+91,0.00,—,697,+53,0.00
901,000815,美利纸业,----,0.00, 造纸印刷,—,901,+130,0.00,—,963,+129,0.00,—,1047,+91,0.00,—,698,+53,0.00
902,000820,金城股份,----,0.00, 造纸印刷,—,902,+130,0.00,—,964,+129,0.00,—,1048,+91,0.00,—,699,+53,0.00
903,000835,四川圣达,----,0.00, 煤炭采选,—,903,+130,0.00,—,965,+129,0.00,—,1049,+91,0.00,—,700,+53,0.00
904,000852,江钻股份,----,0.00, 机械行业,—,904,+130,0.00,—,966,+129,0.00,—,1050,+91,0.00,—,701,+53,0.00
905,000892,星美联合,----,0.00, 通讯行业,—,905,+131,0.00,—,967,+129,0.00,—,1051,+91,0.00,—,702,+53,0.00
906,000939,凯迪电力,----,0.00, 电力行业,—,906,+132,0.00,—,968,+129,0.00,—,1052,+91,0.00,—,703,+53,0.00
907,000971,蓝鼎控股,----,0.00, 纺织服装,—,907,+132,0.00,—,969,+129,0.00,—,1053,+91,0.00,—,704,+53,0.00
908,000973,佛塑科技,----,0.00, 塑胶制品,—,908,+132,0.00,—,970,+129,0.00,—,1054,+91,0.00,—,705,+53,0.00
909,000976,春晖股份,----,0.00, 化纤行业,—,909,+132,0.00,—,971,+129,0.00,—,1055,+91,0.00,—,706,+53,0.00
910,000982,中银绒业,----,0.00, 纺织服装,—,910,+132,0.00,—,972,+129,0.00,—,1056,+91,0.00,—,707,+1845,0.00
911,000987,广州友谊,----,0.00, 商业百货,—,911,+132,0.00,—,973,+129,0.00,—,1057,+1146,0.00,-10.54,2470,-77,-2.30
912,000991,通海高科,----,0.00,----,—,912,+132,0.00,—,974,+129,0.00,—,1058,+90,0.00,—,708,+52,0.00
913,000998,隆平高科,----,0.00, 农牧饲渔,—,913,+132,0.00,—,975,+129,0.00,—,1059,+90,0.00,—,709,+52,0.00
914,002005,德豪润达,----,0.00, 家电行业,—,914,+132,0.00,—,976,+129,0.00,—,1060,+90,0.00,—,710,+52,0.00
915,002015,*ST霞客,----,0.00, 纺织服装,—,915,+132,0.00,—,977,+129,0.00,—,1061,+90,0.00,—,711,+52,0.00
916,002021,中捷股份,----,0.00, 机械行业,—,916,+1565,0.00,-21.23,2542,-11,-0.99,-21.16,2545,-3,1.74,-14.08,2530,-39,-7.28
917,002047,宝鹰股份,----,0.00, 水泥建材,—,917,+132,0.00,—,978,+129,0.00,—,1062,+90,0.00,—,712,+52,0.00
918,002053,云南盐化,----,0.00, 化工行业,—,918,+132,0.00,—,979,+129,0.00,—,1063,+90,0.00,-11.46,2488,-1328,-5.93
919,002065,东华软件,----,0.00, 电子信息,—,919,+132,0.00,—,980,+129,0.00,—,1064,+90,0.00,—,713,+52,0.00
920,002070,众和股份,----,0.00, 纺织服装,—,920,+1603,0.00,-19.64,2535,-37,-5.10,-12.48,2490,-52,-5.48,-1.84,1292,+58,0.74
921,002073,软控股份,----,0.00, 电子信息,—,921,+131,0.00,—,981,+129,0.00,—,1065,+90,0.00,—,714,+1803,0.00
922,002074,东源电器,----,0.00, 输配电气,—,922,+131,0.00,—,982,+129,0.00,—,1066,+90,0.00,—,715,+51,0.00
923,002076,雪 莱 特,----,0.00, 电子元件,—,923,+131,0.00,—,983,+129,0.00,—,1067,+90,0.00,—,716,+51,0.00
924,002086,东方海洋,----,0.00, 农牧饲渔,—,924,+131,0.00,—,984,+129,0.00,24.02,10,0,4.36,9.58,26,+1,3.46
925,002103,广博股份,----,0.00, 工艺商品,—,925,+131,0.00,—,985,+129,0.00,—,1068,+90,0.00,—,717,+1833,0.00
926,002113,天润控股,----,0.00, 化工行业,—,926,+131,0.00,—,986,+129,0.00,—,1069,+1279,0.00,-6.97,2259,+32,-1.41
927,002143,高金食品,----,0.00, 食品行业,—,927,+131,0.00,-1.92,1436,-118,7.00,-0.01,1234,+384,15.29,-3.44,1681,-105,21.77
928,002153,石基信息,----,0.00, 电子信息,—,928,+131,0.00,—,987,+129,0.00,—,1070,+89,0.00,—,718,+50,0.00
929,002160,*ST常铝,----,0.00, 有色金属,—,929,+131,0.00,—,988,+129,0.00,—,1071,+89,0.00,—,719,+50,0.00
930,002170,芭田股份,----,0.00, 化工行业,—,930,+131,0.00,—,989,+129,0.00,—,1072,+89,0.00,—,720,+50,0.00
931,002203,海亮股份,----,0.00, 有色金属,—,931,+131,0.00,—,990,+129,0.00,—,1073,+89,0.00,—,721,+50,0.00
932,002225,濮耐股份,----,0.00, 材料行业,—,932,+131,0.00,-3.86,1739,-106,0.26,0.93,857,+254,5.75,-3.75,1766,+68,0.39
933,002239,金 飞 达,----,0.00, 纺织服装,—,933,+131,0.00,—,991,+129,0.00,—,1074,+89,0.00,—,722,+50,0.00
934,002252,上海莱士,----,0.00, 医药行业,—,934,+131,0.00,—,992,+129,0.00,—,1075,+89,0.00,—,723,+50,0.00
935,002257,立立电子,----,0.00,----,—,935,+131,0.00,—,993,+129,0.00,—,1076,+89,0.00,—,724,+50,0.00
936,002279,久其软件,----,0.00, 电子信息,—,936,+131,0.00,—,994,+129,0.00,—,1077,+89,0.00,—,725,+50,0.00
937,002291,星期六,----,0.00, 纺织服装,—,937,+131,0.00,—,995,+129,0.00,—,1078,-834,0.00,5.63,91,-22,7.93
938,002301,齐心文具,----,0.00, 文化传媒,—,938,+131,0.00,—,996,+129,0.00,—,1079,+88,0.00,—,726,+50,0.00
939,002303,美盈森,----,0.00, 造纸印刷,—,939,+131,0.00,—,997,+129,0.00,—,1080,+88,0.00,—,727,+855,0.00
940,002306,中科云网,----,0.00, 旅游酒店,—,940,+131,0.00,—,998,+129,0.00,—,1081,+88,0.00,—,728,+49,0.00
941,002328,新朋股份,----,0.00, 机械行业,—,941,+131,0.00,—,999,+129,0.00,—,1082,+88,0.00,—,729,+49,0.00
942,002330,得利斯,----,0.00, 食品行业,—,942,+131,0.00,—,1000,+129,0.00,—,1083,+88,0.00,—,730,+49,0.00
943,002343,禾欣股份,----,0.00, 化纤行业,—,943,+131,0.00,—,1001,+129,0.00,—,1084,+88,0.00,—,731,+49,0.00
944,002358,森源电气,----,0.00, 输配电气,—,944,+131,0.00,—,1002,+1527,0.00,-15.24,2517,-123,-3.77,-4.65,1943,+274,-3.29
945,002375,亚厦股份,----,0.00, 工程建设,—,945,+131,0.00,—,1003,+128,0.00,—,1085,+88,0.00,—,732,+1809,0.00
946,002383,合众思壮,----,0.00, 通讯行业,—,946,+131,0.00,—,1004,+128,0.00,—,1086,+88,0.00,—,733,+48,0.00
947,002406,远东传动,----,0.00, 机械行业,—,947,+131,0.00,—,1005,+128,0.00,—,1087,+88,0.00,—,734,+48,0.00
948,002413,常发股份,----,0.00, 机械行业,—,948,+131,0.00,—,1006,+128,0.00,—,1088,+88,0.00,—,735,+48,0.00
949,002432,九安医疗,----,0.00, 医药行业,—,949,+131,0.00,—,1007,+128,0.00,—,1089,+88,0.00,—,736,-523,0.00
950,002441,众业达,----,0.00, 输配电气,—,950,+131,0.00,15.67,24,+40,2.51,7.04,149,+54,4.54,-4.16,1843,-217,1.13
