O,S,N,P,R,RP,V,NV,BP,SP,RR,ER,A,PE,I,H,L,O,LC,VIX,VR,OR,OD,AvgP,IV,OV,IOVR,B1V,S1V,PB,TS,TSC,MS,MSC,R3,R6,ER3,ER6
O(rdinal),S(ymbol),N(ame),P(rice),R(aise),R(aise)P(rice),V(olumn),N(ew)V,B(uy)P(rice),S(ell)P(rice),R(ise)R(ate),E(xchange)R(ate),A(mount),PE(Price-to-earnings Ratio),I(ndustry),H(igh),L(ow),O(pen),L(ast day)C(lose),VIX(Volatility Index),V(olumn)R(atio),O(rder)R(atio),O(rder)D(ifference),AvgP,I(n)V(olumn),O(ut)V(olumn),I(n)O(ut)R(ate),B1V,S1V,PB,T(otal)S(hare),T(otal)S(hare)C(apital),M(arketable)S(hare),M(arketable)S(hare)C(apital),R3,R6,E(xchange)R(ate)3,E(xchange)R(ate)6
序,代码,名称,最新,涨幅%,涨跌,总手,现手,买入价,卖出价,涨速%,换手%,金额,市盈率,所属行业,最高,最低,开盘,昨收,振幅%,量比,委比%,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅%,6日涨幅%,3日换手%,6日换手%
75,002204,大连重工,12.34,5.56,0.65,71.4万,7165,12.34,12.35,0.00,0.00,8.69亿,----, 机械行业,12.80,11.60,11.71,11.69,10.27,2.69,-7.96,-2103,12.17,31.6万,39.8万,0.79,4477,3790,----,0,0,0,0,5.83,12.59,18.01,31.41
76,600741,华域汽车,12.49,5.49,0.65,45.0万,15,12.49,12.50,0.00,0.00,5.55亿,----, 汽车行业,12.62,11.91,12.03,11.84,6.00,2.13,-58.89,-2609,12.33,20.5万,24.5万,0.84,62,1030,----,0,0,0,0,6.30,7.30,3.68,5.84
77,002425,凯撒股份,13.07,5.49,0.68,16.5万,950,13.07,13.08,-0.23,0.00,2.11亿,----, 纺织服装,13.15,12.25,12.30,12.39,7.26,1.37,-33.55,-831,12.82,7.03万,9.47万,0.74,605,50,----,0,0,0,0,9.37,18.07,12.53,20.28
78,300033,同花顺,25.98,5.48,1.35,9.19万,1457,25.96,25.98,0.12,0.00,2.36亿,----, 电子信息,26.60,24.50,24.50,24.63,8.53,1.95,-82.70,-1364,25.64,3.86万,5.33万,0.72,4,132,----,0,0,0,0,3.67,9.25,15.25,25.21
79,600069,银鸽投资,5.01,5.47,0.26,52.9万,247,5.00,5.01,0.00,0.00,2.62亿,----, 造纸印刷,5.22,4.73,4.75,4.75,10.32,2.26,38.20,6421,4.96,24.3万,28.6万,0.85,2915,299,----,0,0,0,0,7.28,8.68,12.65,20.58
80,300061,康耐特,13.28,5.31,0.67,10.1万,440,13.27,13.28,0.08,0.00,1.33亿,----, 塑胶制品,13.60,12.53,12.58,12.61,8.49,1.54,-57.12,-1068,13.12,4.27万,5.85万,0.73,56,431,----,0,0,0,0,6.58,15.38,24.90,48.20
81,300182,捷成股份,20.95,5.28,1.05,11.3万,817,20.94,20.95,0.10,0.00,2.32亿,----, 电子信息,20.97,20.20,20.50,19.90,3.87,2.62,-51.88,-1136,20.65,4.42万,6.84万,0.65,9,373,----,0,0,0,0,8.66,17.96,10.08,14.49
82,000058,深 赛 格,5.65,5.21,0.28,42.0万,5918,5.64,5.65,0.00,0.00,2.40亿,----, 电子元件,5.90,5.61,5.90,5.37,5.40,3.21,5.11,1102,5.72,20.7万,21.3万,0.97,3264,2550,----,0,0,0,0,5.21,0.00,7.80,7.80
83,600235,民丰特纸,7.12,5.17,0.35,13.2万,0,7.13,7.14,-0.14,0.00,9217万,----, 造纸印刷,7.22,6.75,6.75,6.77,6.94,1.31,22.47,1006,6.98,5.48万,7.73万,0.71,822,323,----,0,0,0,0,5.79,13.20,8.84,18.07
84,600319,亚星化学,5.79,5.08,0.28,44.7万,9,5.78,5.79,-0.17,0.00,2.61亿,----, 化工行业,6.06,5.54,5.54,5.51,9.44,4.72,12.38,1392,5.83,21.5万,23.1万,0.93,2190,1009,----,0,0,0,0,5.27,7.02,21.47,29.14
85,000878,云南铜业,10.82,5.05,0.52,32.5万,3678,10.81,10.82,0.00,0.00,3.48亿,----, 有色金属,11.05,10.30,10.33,10.30,7.28,2.45,-62.91,-9238,10.71,12.2万,20.3万,0.60,1184,910,----,0,0,0,0,6.50,12.59,4.72,6.99
86,600695,大江股份,6.88,5.04,0.33,15.0万,0,6.86,6.87,0.15,0.00,1.02亿,----, 食品行业,6.89,6.53,6.56,6.55,5.50,2.95,-56.74,-4531,6.76,4.68万,10.4万,0.45,537,11,----,0,0,0,0,4.72,10.79,8.32,12.29
87,300114,中航电测,27.17,5.03,1.30,10.1万,1768,27.17,27.18,0.11,0.00,2.76亿,----, 电子元件,28.34,26.18,26.57,25.87,8.35,3.41,36.96,788,27.23,5.24万,4.89万,1.07,926,153,----,0,0,0,0,5.03,15.52,9.75,9.75
88,300236,上海新阳,40.68,4.98,1.93,1.76万,134,40.67,40.68,0.00,0.00,7165万,----, 材料行业,42.00,39.78,40.89,38.75,5.73,1.57,0.04,0,40.77,8258,9315,0.89,131,38,----,0,0,0,0,3.35,10.57,4.13,8.64
89,600794,保税科技,10.78,4.97,0.51,12.9万,0,10.77,10.78,-0.09,0.00,1.37亿,----, 交运物流,10.88,10.24,10.30,10.27,6.23,2.14,-57.93,-2533,10.64,4.96万,7.95万,0.62,10,5,----,0,0,0,0,5.27,11.48,5.03,9.34
90,002114,罗平锌电,19.44,4.97,0.92,23.4万,2129,19.43,19.44,0.05,0.00,4.51亿,----, 有色金属,19.58,18.70,18.78,18.52,4.75,2.43,1.86,93,19.29,10.5万,12.9万,0.81,1634,378,----,0,0,0,0,5.71,11.34,52.52,82.84
91,600247,*ST成城,5.32,4.93,0.25,35.3万,110,5.32,----,0.00,0.00,1.86亿,----, 商业百货,5.32,5.11,5.32,5.07,4.14,2.29,100.00,2107,5.27,18.1万,17.2万,1.05,512,0,----,0,0,0,0,15.65,25.77,17.40,33.40
92,002154,报 喜 鸟,8.09,4.93,0.38,31.4万,1959,8.09,8.10,0.00,0.00,2.47亿,----, 纺织服装,8.17,7.60,7.73,7.71,7.39,1.51,-48.30,-4176,7.86,15.8万,15.6万,1.01,839,2962,----,0,0,0,0,4.12,9.18,13.49,25.34
93,300030,阳普医疗,13.14,4.87,0.61,23.2万,2358,13.14,13.15,0.08,0.00,2.99亿,----, 医药行业,13.28,12.47,12.56,12.53,6.46,3.12,3.36,243,12.89,9.89万,13.3万,0.74,974,876,----,0,0,0,0,6.31,10.70,18.37,25.05
94,300204,舒泰神,26.16,4.85,1.21,3.41万,160,26.15,26.16,0.00,0.00,8851万,----, 医药行业,26.80,24.78,24.90,24.95,8.10,2.79,-50.63,-533,25.95,1.28万,2.13万,0.60,8,345,----,0,0,0,0,4.89,8.10,2.43,4.04
95,000503,海虹控股,23.79,4.85,1.10,40.3万,2674,23.78,23.79,0.04,0.00,9.36亿,----, 电子信息,24.20,22.20,22.60,22.69,8.81,1.38,-82.92,-7118,23.23,18.2万,22.1万,0.82,377,3331,----,0,0,0,0,6.06,8.63,11.82,20.77
96,600099,林海股份,8.93,4.81,0.41,5.83万,8,8.92,8.93,0.11,0.00,5137万,----, 交运设备,9.05,8.48,8.53,8.52,6.69,2.16,30.42,645,8.81,2.14万,3.69万,0.58,135,14,----,0,0,0,0,5.31,12.19,5.02,8.81
97,002452,长高集团,12.23,4.80,0.56,8.04万,1225,12.23,12.24,0.00,0.00,9553万,----, 输配电气,12.29,11.50,11.78,11.67,6.77,1.62,-31.99,-1092,11.87,3.68万,4.37万,0.84,45,307,----,0,0,0,0,4.80,13.56,10.91,21.55
98,002550,千红制药,24.73,4.74,1.12,10.5万,684,24.73,24.74,0.00,0.00,2.56亿,----, 医药行业,24.96,23.60,23.63,23.61,5.76,1.59,-7.82,-172,24.45,4.47万,5.99万,0.75,229,166,----,0,0,0,0,4.66,10.30,10.75,21.11
99,002337,赛象科技,13.86,4.68,0.62,12.1万,1564,13.85,13.86,0.00,0.00,1.68亿,----, 机械行业,14.38,13.50,13.74,13.24,6.65,6.68,-43.52,-665,13.84,5.06万,7.05万,0.72,176,94,----,0,0,0,0,4.68,15.12,7.59,7.59
100,002332,仙琚制药,11.21,4.67,0.50,19.5万,1068,11.20,11.21,0.36,0.00,2.15亿,----, 医药行业,11.30,10.58,10.76,10.71,6.72,1.77,-38.20,-1260,11.02,7.80万,11.7万,0.67,18,547,----,0,0,0,0,10.12,14.97,12.24,16.33
101,600963,岳阳林纸,4.95,4.65,0.22,29.4万,17,4.95,4.96,0.41,0.00,1.44亿,----, 造纸印刷,5.05,4.70,4.80,4.73,7.40,1.53,-83.84,-1.76万,4.90,11.4万,18.0万,0.63,367,1944,----,0,0,0,0,8.79,18.14,8.34,14.90
102,000915,山大华特,27.00,4.65,1.20,12.2万,1700,26.99,27.00,0.07,0.00,3.25亿,----, 医药行业,27.09,25.81,25.81,25.80,4.96,3.53,-41.95,-1473,26.67,5.29万,6.91万,0.77,187,1353,----,0,0,0,0,6.64,9.71,11.63,16.45
103,002485,希努尔,8.81,4.63,0.39,12.5万,794,8.80,8.81,0.11,0.00,1.10亿,----, 纺织服装,9.26,8.34,8.44,8.42,10.93,2.90,25.72,586,8.79,5.85万,6.64万,0.88,844,166,----,0,0,0,0,8.23,12.23,7.20,10.63
104,002118,紫鑫药业,16.69,4.57,0.73,17.9万,1025,16.68,16.69,0.00,0.00,2.91亿,----, 医药行业,16.98,15.46,15.80,15.96,9.52,1.90,-42.01,-1789,16.20,7.29万,10.6万,0.68,302,740,----,0,0,0,0,4.57,10.75,8.39,8.39
105,002006,*ST精功,8.33,4.52,0.36,13.7万,800,8.32,8.33,0.00,0.00,1.13亿,----, 机械行业,8.37,7.98,7.98,7.97,4.89,1.71,-84.32,-1.54万,8.23,4.97万,8.71万,0.57,117,538,----,0,0,0,0,6.25,11.51,7.79,12.29
106,600806,昆明机床,5.33,4.51,0.23,27.7万,0,5.33,5.34,-0.37,0.00,1.47亿,----, 机械行业,5.44,5.08,5.20,5.10,7.06,3.25,-51.54,-2974,5.30,12.3万,15.4万,0.80,345,146,----,0,0,0,0,6.81,13.40,13.02,18.01
107,600604,市北高新,12.79,4.49,0.55,9.66万,36,12.79,12.80,-0.08,0.00,1.21亿,----, 机械行业,12.95,12.05,12.30,12.24,7.35,1.21,-22.45,-359,12.53,4.41万,5.25万,0.84,464,273,----,0,0,0,0,3.98,7.39,7.31,14.88
108,600416,湘电股份,12.73,4.43,0.54,12.7万,20,12.78,12.79,1.03,0.00,1.57亿,----, 输配电气,12.79,12.09,12.39,12.19,5.74,0.93,9.75,618,12.36,5.33万,7.33万,0.73,2735,367,----,0,0,0,0,10.31,19.08,8.50,13.23
109,002167,东方锆业,15.81,4.43,0.67,30.3万,5326,15.80,15.81,0.00,0.00,4.67亿,----, 有色金属,15.85,14.96,15.08,15.14,5.88,1.18,5.86,696,15.44,13.7万,16.6万,0.83,5063,445,----,0,0,0,0,2.93,3.67,22.95,50.33
110,600664,哈药股份,7.80,4.42,0.33,35.7万,0,7.78,7.79,0.00,0.00,2.75亿,----, 医药行业,7.87,7.41,7.41,7.47,6.16,1.26,-55.62,-2294,7.71,14.4万,21.3万,0.68,512,1,----,0,0,0,0,8.64,18.18,10.44,16.87
111,600503,华丽家族,5.73,4.37,0.24,102万,0,5.73,5.74,-0.52,0.00,5.80亿,----, 房地产,6.03,5.43,5.46,5.49,10.93,1.66,-3.96,-636,5.68,43.3万,58.8万,0.74,226,975,----,0,0,0,0,5.52,12.80,21.34,37.31
112,300103,达刚路机,16.48,4.37,0.69,15.7万,2003,16.48,16.49,-0.06,0.00,2.56亿,----, 机械行业,17.14,15.86,16.02,15.79,8.11,3.07,-32.64,-690,16.29,7.36万,8.32万,0.88,279,717,----,0,0,0,0,14.05,22.26,19.24,26.58
113,002037,久联发展,15.57,4.36,0.65,14.4万,1386,15.56,15.57,0.00,0.00,2.20亿,----, 化工行业,15.72,14.80,14.90,14.92,6.17,1.12,-52.31,-1063,15.26,6.31万,8.07万,0.78,136,70,----,0,0,0,0,18.40,19.95,17.11,24.08
114,600760,中航黑豹,9.77,4.27,0.40,34.1万,346,9.77,9.78,0.41,0.00,3.29亿,----, 汽车行业,9.98,9.21,9.30,9.37,8.22,1.37,-42.23,-1996,9.64,15.6万,18.5万,0.84,203,83,----,0,0,0,0,7.60,15.76,30.84,45.86
115,000009,中国宝安,13.46,4.26,0.55,117万,9754,13.45,13.46,0.00,0.00,15.7亿,----, 房地产,13.80,12.82,12.85,12.91,7.59,1.66,21.73,4070,13.42,44.6万,72.5万,0.61,4356,2250,----,0,0,0,0,2.20,3.94,17.93,31.60
116,600315,上海家化,36.38,4.24,1.48,22.4万,101,36.35,36.39,0.14,0.00,7.98亿,----, 化工行业,36.57,34.86,34.90,34.90,4.90,2.55,-24.94,-450,35.61,9.60万,12.8万,0.75,66,33,----,0,0,0,0,5.94,8.02,6.53,10.05
117,600104,上汽集团,18.69,4.24,0.76,41.3万,10,18.68,18.70,0.05,0.00,7.61亿,----, 汽车行业,18.70,18.09,18.09,17.93,3.40,1.68,11.97,729,18.43,16.0万,25.3万,0.63,60,1333,----,0,0,0,0,8.16,12.86,1.16,1.78
118,002678,珠江钢琴,10.87,4.22,0.44,28.7万,3335,10.86,10.87,0.00,0.00,3.12亿,----, 工艺商品,11.15,10.31,10.36,10.43,8.05,1.71,-20.29,-934,10.86,13.3万,15.4万,0.87,536,220,----,0,0,0,0,11.37,24.37,67.13,71.29
119,600448,华纺股份,5.73,4.18,0.23,15.2万,175,5.73,5.74,0.17,0.00,8544万,----, 纺织服装,5.83,5.42,5.50,5.50,7.45,1.41,-12.17,-730,5.62,7.61万,7.59万,1.00,176,762,----,0,0,0,0,9.56,16.46,12.68,21.54
120,600538,国发股份,8.31,4.14,0.33,12.1万,100,8.30,8.31,0.24,0.00,9919万,----, 医药行业,8.35,7.97,8.00,7.98,4.76,1.84,-55.98,-2633,8.17,5.02万,7.13万,0.70,157,16,----,0,0,0,0,1.22,2.47,11.58,16.15
121,600556,北生药业,9.09,4.12,0.36,23.0万,19,9.09,9.10,-0.11,0.00,2.05亿,----, 交运物流,9.12,8.61,8.67,8.73,5.84,1.28,-27.28,-1944,8.93,8.63万,14.4万,0.60,2,1308,----,0,0,0,0,7.45,11.67,19.79,28.52
122,600887,伊利股份,28.19,4.10,1.11,36.7万,32,28.19,28.20,0.07,0.00,10.2亿,----, 食品行业,28.59,27.09,27.19,27.08,5.54,1.47,-9.14,-114,27.71,13.7万,23.0万,0.59,55,483,----,0,0,0,0,6.14,7.55,3.19,5.37
123,300249,依米康,12.98,4.09,0.51,5.68万,2197,12.97,12.98,0.15,0.00,7308万,----, 机械行业,13.11,12.42,12.49,12.47,5.53,2.39,-49.16,-841,12.87,2.50万,3.18万,0.79,167,213,----,0,0,0,0,6.57,10.37,12.52,18.15
124,002388,新亚制程,19.25,4.05,0.75,6.39万,1749,19.25,19.26,0.68,0.00,1.18亿,----, 电子信息,19.25,18.00,18.45,18.50,6.76,0.97,78.02,1654,18.45,3.07万,3.32万,0.92,467,14,----,0,0,0,0,13.24,22.77,12.16,21.02
125,600458,时代新材,10.56,4.04,0.41,26.5万,55,10.56,10.57,0.09,0.00,2.77亿,----, 材料行业,10.77,10.28,10.46,10.15,4.83,3.48,-84.57,-7900,10.45,13.5万,13.0万,1.03,14,1005,----,0,0,0,0,4.55,7.54,5.52,8.78
126,000962,东方钽业,12.09,4.04,0.47,22.0万,1815,12.09,12.10,0.08,0.00,2.64亿,----, 有色金属,12.30,11.71,11.72,11.62,5.08,3.50,49.19,2640,11.98,9.84万,12.2万,0.81,2199,661,----,0,0,0,0,3.87,6.61,8.41,12.14
127,000757,浩物股份,6.44,4.04,0.25,13.0万,5161,6.43,6.44,0.16,0.00,8210万,----, 汽车行业,6.45,6.15,6.19,6.19,4.85,1.41,-27.42,-2743,6.31,5.77万,7.25万,0.80,1511,1795,----,0,0,0,0,8.05,13.58,11.11,18.95
128,600568,中珠控股,12.69,4.02,0.49,21.3万,10,12.69,12.70,0.16,0.00,2.67亿,----, 医药行业,12.84,12.11,12.19,12.20,5.98,1.98,-35.25,-2095,12.53,8.81万,12.5万,0.71,31,1029,----,0,0,0,0,2.75,5.84,22.78,39.97
129,600017,日照港,3.37,4.01,0.13,105万,125,3.36,3.37,0.30,0.00,3.53亿,----, 港口水运,3.48,3.18,3.25,3.24,9.26,2.03,-34.62,-3.12万,3.36,44.8万,60.1万,0.75,1.01万,6238,----,0,0,0,0,4.98,15.02,8.73,13.83
130,600645,中源协和,35.20,3.99,1.35,13.4万,0,35.20,35.24,0.00,0.00,4.66亿,----, 医药行业,35.36,33.90,33.90,33.85,4.31,1.36,61.09,493,34.79,5.71万,7.68万,0.74,473,47,----,0,0,0,0,4.86,13.81,9.28,19.25
131,600452,涪陵电力,14.09,3.99,0.54,2.41万,0,14.07,14.15,0.71,0.00,3321万,----, 电力行业,14.15,13.38,13.52,13.55,5.68,1.18,-3.13,-25,13.76,1.29万,1.12万,1.15,1,42,----,0,0,0,0,8.30,14.27,4.05,7.89
132,600671,天目药业,15.66,3.92,0.59,5.77万,0,15.63,15.64,0.06,0.00,9021万,----, 医药行业,16.05,14.95,15.08,15.07,7.30,2.56,-88.90,-9086,15.63,2.78万,2.99万,0.93,57,9,----,0,0,0,0,8.37,10.75,9.95,13.99
133,002309,中利科技,22.00,3.92,0.83,13.3万,670,22.00,22.01,0.00,0.00,2.93亿,----, 输配电气,22.50,21.48,21.48,21.17,4.82,1.66,33.49,397,22.05,6.48万,6.82万,0.95,220,40,----,0,0,0,0,10.83,13.81,12.92,19.60
134,002593,日上集团,11.45,3.90,0.43,6.18万,421,11.42,11.45,0.44,0.00,6998万,----, 钢铁行业,11.66,10.94,11.02,11.02,6.53,2.33,26.63,547,11.33,2.61万,3.57万,0.73,44,48,----,0,0,0,0,3.71,7.41,8.58,14.90
135,000400,许继电气,22.13,3.90,0.83,51.2万,4685,22.12,22.13,0.00,0.00,11.1亿,----, 输配电气,22.25,21.18,21.35,21.30,5.02,2.79,-27.74,-3275,21.78,22.2万,29.0万,0.77,441,604,----,0,0,0,0,4.73,9.18,17.21,24.04
136,300063,天龙集团,12.55,3.89,0.47,7.52万,568,12.55,12.56,0.08,0.00,9513万,----, 化工行业,13.13,12.02,12.02,12.08,9.19,0.93,-57.81,-1872,12.65,3.70万,3.82万,0.97,63,458,----,0,0,0,0,2.78,19.41,19.33,42.13
137,002447,壹桥苗业,17.65,3.88,0.66,7.34万,597,17.64,17.65,0.00,0.00,1.29亿,----, 农牧饲渔,17.88,17.05,17.46,16.99,4.89,3.16,-80.15,-1159,17.59,3.79万,3.54万,1.07,9,438,----,0,0,0,0,4.87,8.28,5.90,8.63
138,600704,物产中大,9.96,3.86,0.37,32.5万,66,9.94,9.95,0.00,0.00,3.17亿,----, 国际贸易,10.15,9.53,9.57,9.59,6.47,2.04,48.97,2348,9.75,14.8万,17.8万,0.83,539,128,----,0,0,0,0,4.73,8.14,8.60,14.23
139,600114,东睦股份,12.91,3.86,0.48,11.9万,0,12.91,12.92,0.00,0.00,1.52亿,----, 机械行业,12.99,12.41,12.44,12.43,4.67,3.56,-48.35,-1862,12.73,4.98万,6.93万,0.72,308,443,----,0,0,0,0,4.11,8.03,12.35,17.25
140,300192,科斯伍德,20.51,3.85,0.76,5.43万,150,20.50,20.51,0.05,0.00,1.09亿,----, 化工行业,20.79,19.61,19.86,19.75,5.97,1.35,7.78,56,20.16,2.36万,3.07万,0.77,81,95,----,0,0,0,0,5.13,11.17,25.84,37.42
141,600360,华微电子,5.69,3.83,0.21,24.9万,14,5.72,5.73,0.35,0.00,1.39亿,----, 电子元件,5.79,5.42,5.53,5.48,6.75,1.74,17.31,2787,5.58,10.2万,14.7万,0.70,1186,1121,----,0,0,0,0,6.55,11.13,8.71,13.06
142,600398,海澜之家,10.36,3.81,0.38,17.5万,0,10.35,10.36,-0.10,0.00,1.81亿,----, 纺织服装,10.70,9.93,9.93,9.98,7.72,1.72,-86.19,-4505,10.33,7.07万,10.5万,0.68,164,41,----,0,0,0,0,5.50,6.58,6.83,10.59
143,002536,西泵股份,24.98,3.74,0.90,3.18万,253,24.97,24.98,0.04,0.00,7914万,----, 汽车行业,25.36,23.88,23.90,24.08,6.15,1.10,-49.57,-225,24.92,1.18万,2.00万,0.59,7,51,----,0,0,0,0,4.56,7.77,14.05,14.05
144,000925,众合机电,18.30,3.74,0.66,11.4万,1886,18.28,18.30,-0.11,0.00,2.11亿,----, 综合行业,19.28,17.40,17.50,17.64,10.66,1.34,-73.31,-1066,18.53,5.23万,6.15万,0.85,16,390,----,0,0,0,0,8.61,18.52,9.63,17.83
145,002727,一心堂,45.93,3.73,1.65,11.6万,1503,45.92,45.93,0.07,0.00,5.30亿,----, 医药行业,47.00,44.32,44.75,44.28,6.05,0.90,-25.21,-294,45.53,5.04万,6.60万,0.76,6,429,----,0,0,0,0,5.10,17.14,50.51,117.27
146,300208,恒顺电气,12.29,3.71,0.44,25.0万,2042,12.28,12.29,0.00,0.00,3.11亿,----, 输配电气,12.75,12.15,12.20,11.85,5.06,2.18,-39.55,-1565,12.43,11.8万,13.2万,0.89,375,955,----,0,0,0,0,13.80,18.86,31.59,43.16
147,601003,柳钢股份,2.80,3.70,0.10,19.5万,30,2.79,2.80,0.36,0.00,5324万,----, 钢铁行业,2.80,2.65,2.71,2.70,5.56,1.59,-40.74,-5552,2.72,9.53万,10.0万,0.95,503,5335,----,0,0,0,0,4.87,11.11,1.99,3.16
148,601808,中海油服,20.50,3.69,0.73,22.1万,46,20.51,20.52,0.15,0.00,4.47亿,----, 石油行业,20.58,19.75,19.77,19.77,4.20,1.47,-47.19,-2134,20.24,9.23万,12.9万,0.72,31,727,----,0,0,0,0,2.76,5.62,1.52,3.29
149,600781,辅仁药业,18.29,3.63,0.64,5.37万,0,18.30,18.31,-0.33,0.00,9803万,----, 医药行业,18.78,17.51,17.57,17.65,7.20,1.37,-15.02,-97,18.27,2.41万,2.95万,0.82,2,133,----,0,0,0,0,8.22,7.91,8.36,14.05
150,002618,丹邦科技,36.27,3.63,1.27,2.30万,127,36.27,36.32,0.03,0.00,8260万,----, 电子元件,37.00,34.70,34.83,35.00,6.57,1.46,12.03,29,35.91,1.16万,1.14万,1.02,10,25,----,0,0,0,0,3.16,10.65,7.21,15.56
151,002397,梦洁家纺,9.80,3.59,0.34,12.3万,1792,9.79,9.80,0.00,0.00,1.19亿,----, 纺织服装,9.90,9.46,9.47,9.46,4.65,2.03,-35.36,-1756,9.69,4.96万,7.31万,0.68,376,1028,----,0,0,0,0,3.70,5.72,17.34,29.33
152,300360,炬华科技,45.95,3.58,1.59,2.64万,235,45.95,45.96,-0.07,0.00,1.21亿,----, 仪器仪表,46.49,44.30,44.30,44.36,4.94,1.61,7.70,53,45.72,1.26万,1.38万,0.91,145,5,----,0,0,0,0,5.97,12.26,23.67,36.30
153,600502,安徽水利,8.49,3.54,0.29,67.2万,0,8.48,8.49,0.24,0.00,5.71亿,----, 工程建设,8.70,8.24,8.35,8.20,5.61,3.56,3.73,551,8.50,34.8万,32.3万,1.08,680,840,----,0,0,0,0,9.13,13.35,26.55,32.20
154,600982,宁波热电,7.65,3.52,0.26,59.5万,283,7.65,7.66,0.00,0.00,4.52亿,----, 电力行业,7.79,7.26,7.41,7.39,7.17,1.08,-51.88,-5981,7.59,28.7万,30.8万,0.93,360,1464,----,0,0,0,0,2.82,8.51,34.81,79.50
155,600168,武汉控股,9.12,3.52,0.31,18.3万,0,9.12,9.13,0.00,0.00,1.68亿,----, 公用事业,9.61,8.72,8.72,8.81,10.10,2.17,32.36,2014,9.19,9.85万,8.45万,1.17,234,260,----,0,0,0,0,8.83,15.15,9.79,13.72
156,002426,胜利精密,11.17,3.52,0.38,22.9万,1512,11.16,11.17,0.00,0.00,2.54亿,----, 材料行业,11.30,10.70,10.83,10.79,5.56,1.76,-18.03,-1144,11.07,10.3万,12.6万,0.82,1566,841,----,0,0,0,0,5.48,13.52,14.25,24.87
157,002305,南国置业,6.78,3.51,0.23,14.8万,3242,6.78,6.79,-0.15,0.00,9845万,----, 房地产,6.84,6.50,6.54,6.55,5.19,2.83,-69.51,-5796,6.67,6.84万,7.93万,0.86,547,2033,----,0,0,0,0,6.27,9.53,4.41,6.18
158,600532,宏达矿业,8.59,3.49,0.29,8.65万,30,8.57,8.58,0.12,0.00,7295万,----, 化工行业,8.60,8.22,8.33,8.30,4.58,2.45,-51.30,-1329,8.44,3.65万,4.99万,0.73,125,81,----,0,0,0,0,3.62,7.91,9.41,15.92
159,002348,高乐股份,9.23,3.48,0.31,17.3万,1287,9.23,9.24,0.00,0.00,1.58亿,----, 工艺商品,9.35,8.90,8.96,8.92,5.04,1.60,-23.06,-1842,9.13,7.26万,10.0万,0.72,998,877,----,0,0,0,0,6.09,6.09,12.51,21.14
160,300294,博雅生物,53.99,3.47,1.81,1.37万,240,53.99,54.00,0.00,0.00,7275万,----, 医药行业,54.06,51.82,51.99,52.18,4.29,1.69,-27.23,-89,53.11,5408,8289,0.65,76,44,----,0,0,0,0,7.40,12.86,10.54,17.01
161,600280,中央商场,12.25,3.46,0.41,10.5万,550,12.23,12.25,-0.24,0.00,1.28亿,----, 商业百货,12.40,11.84,11.89,11.84,4.73,1.71,15.51,338,12.20,4.49万,6.01万,0.75,149,221,----,0,0,0,0,2.34,4.61,3.98,7.17
162,600004,白云机场,7.83,3.43,0.26,16.9万,120,7.83,7.84,0.00,0.00,1.31亿,----, 民航机场,7.88,7.57,7.58,7.57,4.10,2.30,30.22,5941,7.75,8.04万,8.85万,0.91,7,926,----,0,0,0,0,3.71,5.95,3.05,4.67
163,002147,方圆支承,9.04,3.43,0.30,6.51万,2574,9.03,9.04,0.00,0.00,5795万,----, 机械行业,9.05,8.71,8.73,8.74,3.89,1.01,-17.09,-649,8.90,2.61万,3.89万,0.67,346,1011,----,0,0,0,0,5.24,10.38,9.84,18.66
164,600316,洪都航空,25.36,3.38,0.83,93.8万,0,25.34,25.35,0.24,0.00,23.3亿,----, 航天航空,25.80,24.00,24.52,24.53,7.34,1.79,-63.12,-1242,24.83,45.5万,48.3万,0.94,1,120,----,0,0,0,0,22.45,40.81,36.31,49.50
165,002371,七星电子,23.89,3.38,0.78,3.69万,262,23.88,23.89,-0.08,0.00,8633万,----, 电子元件,24.00,22.72,23.08,23.11,5.54,1.90,-73.17,-529,23.37,1.45万,2.24万,0.65,10,37,----,0,0,0,0,2.58,5.85,2.61,4.03
166,002583,海能达,29.49,3.36,0.96,12.0万,1569,29.48,29.49,0.03,0.00,3.53亿,----, 通讯行业,29.93,28.80,29.70,28.53,3.96,2.16,-61.68,-1404,29.31,6.04万,6.00万,1.01,192,7,----,0,0,0,0,7.98,12.90,22.25,26.96
167,002552,宝鼎重工,11.06,3.36,0.36,12.3万,996,11.06,11.07,-0.09,0.00,1.34亿,----, 钢铁行业,11.36,10.47,10.70,10.70,8.32,1.82,0.81,61,10.92,5.74万,6.53万,0.88,2232,745,----,0,0,0,0,2.69,12.17,15.49,27.33
168,002088,鲁阳股份,11.68,3.36,0.38,6.22万,631,11.67,11.68,0.09,0.00,7318万,----, 玻璃陶瓷,11.97,11.60,11.61,11.30,3.27,3.65,-36.82,-848,11.76,3.05万,3.17万,0.96,101,333,----,0,0,0,0,4.47,8.85,5.20,7.32
169,600110,中科英华,6.47,3.35,0.21,60.9万,0,6.45,6.47,0.00,0.00,3.93亿,----, 材料行业,6.58,6.23,6.26,6.26,5.59,3.36,-21.95,-3054,6.46,28.3万,32.6万,0.87,1137,100,----,0,0,0,0,4.52,6.59,9.10,13.18
